GeneID,Symbol,Description,Synonyms,Maestro score,FDR,Evidence,Tissues
12862,Cox6a2,cytochrome c oxidase subunit VIa polypeptide 2,"CoxVIaH, VIaH, P43023",15,0%,"""literature, yeast mito homolog+, mito protein domain+, induction, coexpression""","heart, skeletalmuscle"
100126824,Sco2,SCO cytochrome oxidase deficient homolog 2 (yeast),Q8VCL2,15,0%,"""literature, APEX_IMS, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS""",all 14
231430,Cox18,cytochrome c oxidase assembly protein 18,"BC038311, Q8VC74",15,0%,"""literature, targetP signal+, yeast mito homolog++, mito protein domain, coexpression""",none
68133,Gcsh,glycine cleavage system protein H (aminomethyl carrier),"1100001L02Rik, 5730591C18Rik, Q91WK5",15,0%,"""literature, APEX_matrix, targetP signal+, yeast mito homolog, mito protein domain+, MS/MS""","spinalcord, liver, adipose, smallintestine, largeintestine, placenta, testis"
74129,Dmgdh,dimethylglycine dehydrogenase precursor,"1200014D15Rik, AI787269, Q9DBT9",15,0%,"""literature, targetP signal+, yeast mito homolog, mito protein domain, MS/MS++""","spinalcord, kidney, liver, smallintestine, stomach, placenta"
108841,Rdh13,retinol dehydrogenase 13 (all-trans and 9-cis),"8430425D21Rik, Q8CEE7",15,0%,"""yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, MS/MS""","cerebrum, cerebellum, brainstem, spinalcord, adipose, largeintestine, stomach, placenta, testis"
108755,Lyrm2,LYR motif containing 2,"2610208E05Rik, Q8R033",15,0%,"""APEX_matrix, GFP, targetP signal+, mito protein domain+, coexpression, MS/MS""","heart, adipose, largeintestine, placenta"
54683,Prdx5,peroxiredoxin 5,"AOEB166, AOPP, Pmp20, Prdx6, PrxV, P99029",14,0%,"""literature, APEX_matrix, targetP signal, mito protein domain, induction, MS/MS++""",all 14
68115,9430016H08Rik,RIKEN cDNA 9430016H08 gene,"AA409999, C78988, Q8BHE8",14,0%,"""GFP, targetP signal, induction, coexpression, MS/MS+""",all 14
14874,Gstz1,glutathione transferase zeta 1 (maleylacetoacetate isomerase),"MAAI, Q9WVL0",14,0%,"""APEX_matrix, targetP signal, yeast mito homolog, mito protein domain, coexpression, MS/MS++""",all 14
226153,Peo1,progressive external ophthalmoplegia 1 (human),"D19Ertd626e, PEO, Twinl, Q8CIW5",14,0%,"""literature, APEX_matrix, targetP signal+, Rickettsial homolog, induction, coexpression""",none
68550,Tefm,"""transcription elongation factor, mitochondrial""","1110002N22Rik, Q5SSK3",14,0%,"""APEX_matrix, targetP signal, induction, coexpression++, MS/MS""","liver, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis"
52469,Coa3,cytochrome C oxidase assembly factor 3,"1810033A19Rik, Ccdc56, D11Ertd99e, HSPC009, Q9D2R6",14,0%,"""APEX_IMS, APEX_matrix, mito protein domain+, coexpression, MS/MS++""",all 14
76137,Mcur1,mitochondrial calcium uniporter regulator 1,"6230416A05Rik, AU015498, AV136929, AW554392, C88263, Ccdc90a, Q9CXD6",14,0%,"""APEX_matrix, yeast mito homolog+, mito protein domain+, induction, MS/MS""","cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta"
74551,Pck2,phosphoenolpyruvate carboxykinase 2 (mitochondrial),"1810010O14Rik, 9130022B02Rik, PEPCK-M, Q8BH04",14,0%,"""literature, targetP signal+, mito protein domain, coexpression, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, adipose, smallintestine, largeintestine, stomach, placenta, testis"
15356,Hmgcl,3-hydroxy-3-methylglutaryl-Coenzyme A lyase,"AW476067, HL, P38060",14,0%,"""literature, APEX_matrix, targetP signal+, mito protein domain, coexpression, MS/MS++""",all 14
213012,Abhd10,abhydrolase domain containing 10,Q6PE15,14,0%,"""literature, APEX_IMS, APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"
214489,BC003965,cDNA sequence BC003965,"Ccsmst1, Q6RUT7",14,0%,"""APEX_IMS, targetP signal+, induction, coexpression, MS/MS""","brainstem, spinalcord, adipose, largeintestine, placenta, testis"
171210,Acot2,acyl-CoA thioesterase 2,"AA571646, MTE-I, Mte1, Q9QYR9",14,0%,"""literature, targetP signal, mito protein domain, induction, coexpression, MS/MS++""",all 14
11656,Alas2,"""aminolevulinic acid synthase 2, erythroid""","ALAS, ALAS-E, ALASE, Alas-2, P08680",14,0%,"""literature, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain+, coexpression""",none
20216,Acsm3,acyl-CoA synthetase medium-chain family member 3,"Sa, Sah, Q3UNX5",14,0%,"""literature, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, MS/MS++""","kidney, liver, adipose, smallintestine, largeintestine, stomach"
67067,Romo1,reactive oxygen species modulator 1,"2010100O12Rik, AI853864, P60603",14,0%,"""literature, APEX_IMS, yeast mito homolog++, mito protein domain+, MS/MS""","cerebrum, cerebellum, brainstem, spinalcord, liver, skeletalmuscle, adipose, smallintestine, stomach, placenta, testis"
27393,Mrpl39,mitochondrial ribosomal protein L39,"C21orf8, MRP-L5, ORF22, Rpml5, Q9JKF7",14,0%,"""literature, APEX_matrix, targetP signal, Rickettsial homolog, induction, coexpression, MS/MS""","cerebrum, cerebellum, brainstem, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
214952,Rhot2,"""ras homolog gene family, member T2""","Arht2, Miro2, Q8JZN7",14,0%,"""literature, yeast mito homolog, mito protein domain+, induction, coexpression""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
56295,Higd1a,"""HIG1 domain family, member 1A""","2210020B17Rik, 7420700H20Rik, AI303276, AW049839, HIMP1, Hig1, Q9JLR9",14,0%,"""literature, APEX_IMS, mito protein domain+, induction, MS/MS++""",all 14
21379,Tbrg4,transforming growth factor beta regulated gene 4,"2310042P22Rik, AA120735, AA408001, AI527316, Cpr2, R74877, Tb-12, mKIAA0948, Q91YM4",14,0%,"""literature, APEX_matrix, targetP signal+, coexpression, MS/MS++""",all 14
68316,Apoo,apolipoprotein O,"0610008C08Rik, 1110019O03Rik, Q9DCZ4",14,0%,"""literature, APEX_IMS, targetP signal, mito protein domain+, MS/MS++""",all 14
381511,Pdp1,pyruvate dehyrogenase phosphatase catalytic subunit 1,"Gm1024, Ppm2c, Q3UV70",14,0%,"""literature, APEX_matrix, targetP signal, yeast mito homolog+, mito protein domain, MS/MS++""","cerebrum, cerebellum, spinalcord, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
66148,Dnajc15,"""DnaJ (Hsp40) homolog, subfamily C, member 15""","1110003P16Rik, Dnajd1, Q78YY6",14,0%,"""GFP, yeast mito homolog, mito protein domain, induction, coexpression, MS/MS+""","cerebrum, spinalcord, liver, adipose, smallintestine, largeintestine, placenta, testis"
12036,Bcat2,"""branched chain aminotransferase 2, mitochondrial""","Bcat-2, Eca40, O35855",14,0%,"""literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS++""","cerebrum, cerebellum, brainstem, kidney, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
19299,Abcd3,"""ATP-binding cassette, sub-family D (ALD), member 3""","AI313901, AU018866, AW146054, PMP68, PMP70, Pxmp1, P55096",14,0%,"""GFP, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression""","kidney, liver, adipose, placenta, testis"
227231,Cps1,carbamoyl-phosphate synthetase 1,"4732433M03Rik, CPS, D1Ucla3, Q8C196",14,0%,"""literature, APEX_matrix, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, MS/MS++""","cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta"
70257,2010107E04Rik,RIKEN cDNA 2010107E04 gene,"9430003J03Rik, AU043134, AV124504, Mp68, P56379",14,0%,"""induction, coexpression++, MS/MS+""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta"
18242,Oat,ornithine aminotransferase,"AI194874, P29758",14,0%,"""literature, APEX_matrix, targetP signal, mito protein domain, coexpression, MS/MS++""",all 14
56185,Hao2,hydroxyacid oxidase 2,"AI325478, Hao-2, Hao3, Haox3, Q9NYQ2",14,0%,"""yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression, MS/MS""","kidney, largeintestine, testis"
71776,Tha1,threonine aldolase 1,"1300017K07Rik, GLY1, Q6XPS7",14,0%,"""targetP signal+, mito protein domain+, MS/MS+""","kidney, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, testis"
231086,Hadhb,"""hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), beta subunit""","4930479F15Rik, Mtpb, TP-beta, Q99JY0",14,0%,"""literature, targetP signal, Rickettsial homolog, mito protein domain, MS/MS++""",all 14
105014,Rdh14,retinol dehydrogenase 14 (all-trans and 9-cis),"3110030G19Rik, AW215439, PAN2, Q9ERI6",14,0%,"""yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression, MS/MS""","cerebrum, cerebellum, brainstem, spinalcord, smallintestine, largeintestine, stomach, placenta, testis"
320720,Fastkd1,FAST kinase domains 1,"5330408N05Rik, mKIAA1800, Q6DI86",14,0%,"""APEX_matrix, targetP signal, induction, coexpression++""","liver, largeintestine"
56078,Car5b,"""carbonic anhydrase 5b, mitochondrial""","7330410H16Rik, CAVB, Ca5b, CarVb, D730005F19Rik, Q9QZA0",14,0%,"""literature, targetP signal, mito protein domain, coexpression, MS/MS++""","cerebellum, spinalcord, kidney, adipose, stomach, placenta, testis"
17714,Grpel2,"""GrpE-like 2, mitochondrial""","mt-GrpE#2, mt-Grpel2, O88396",14,0%,"""literature, APEX_matrix, targetP signal+, yeast mito homolog, Rickettsial homolog, mito protein domain+""",placenta
66258,Mrps17,mitochondrial ribosomal protein S17,"1810006P02Rik, Mprs17, Q9CQE3",14,0%,"""literature, targetP signal, mito protein domain, induction, coexpression, MS/MS+""",all 14
623661,Lipt1,lipoyltransferase 1,"EG623661, Q8VCM4",14,0%,"""GFP, targetP signal, yeast mito homolog++, mito protein domain, coexpression""","adipose, placenta"
229517,Slc25a44,"""solute carrier family 25, member 44""","6720482A19, B430110G05Rik, Q8BGF9",14,0%,"""yeast mito homolog+, mito protein domain+, induction, MS/MS""",placenta
110074,Dut,deoxyuridine triphosphatase,"5031412I06Rik, 5133400F09Rik, D2Bwg0749e, Dutp, dUTPase, Q8VCG1",14,0%,"""literature, targetP signal+, Rickettsial homolog, MS/MS++""","cerebrum, spinalcord, liver, heart, adipose, largeintestine, stomach, placenta"
93757,Immp2l,IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae),"AI853880, IMP2, Q8BPT6",14,0%,"""literature, yeast mito homolog++, mito protein domain, coexpression, MS/MS""","cerebellum, brainstem, liver, skeletalmuscle, adipose, largeintestine, testis"
68033,Cox19,cytochrome c oxidase assembly protein 19,"1810074D02Rik, 2810437L13Rik, Q8K0C8",13,0%,"""yeast mito homolog, mito protein domain, induction, coexpression+, MS/MS""","liver, placenta"
216188,Aldh1l2,"""aldehyde dehydrogenase 1 family, member L2""","D330038I09Rik, mtFDH, Q8K009",13,0%,"""literature, APEX_matrix, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression, MS/MS""","brainstem, spinalcord, liver, skeletalmuscle, smallintestine, largeintestine, stomach, placenta"
14004,Chchd2,coiled-coil-helix-coiled-coil-helix domain containing 2,"AL033347, Etohi6, Q9D1L0",13,0%,"""APEX_IMS, targetP signal+, yeast mito homolog+, mito protein domain, coexpression""",none
320951,Pisd,phosphatidylserine decarboxylase,"9030221M09Rik, Q8BSF4",13,0%,"""targetP signal, yeast mito homolog++, mito protein domain, MS/MS""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"
74114,Crot,carnitine O-octanoyltransferase,"1200003H03Rik, Q9DC50",13,0%,"""yeast mito homolog+, mito protein domain, induction, coexpression, MS/MS""","kidney, liver"
56412,Noa1,nitric oxide associated 1,"2610024G14Rik, AU022345, AtNOS1, mAtNOS1, Q9JJG9",13,0%,"""literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain, coexpression""","adipose, largeintestine"
208501,1810043H04Rik,RIKEN cDNA 1810043H04 gene,A2AMZ4,13,0%,"""targetP signal, induction, coexpression+, MS/MS""","adipose, stomach"
235674,Acaa1b,acetyl-Coenzyme A acyltransferase 1B,Q8VCH0,13,0%,"""targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression""","kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"
108853,Mtrf1l,mitochondrial translational release factor 1-like,"9130004K12Rik, Q8BJU9",13,0%,"""literature, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain""",testis
68876,Xrcc6bp1,XRCC6 binding protein 1,"1110068E08Rik, 2410012H02Rik, Q9CWQ3",13,0%,"""yeast mito homolog++, mito protein domain+, coexpression""",cerebellum
27377,Yme1l1,YME1-like 1 (S. cerevisiae),"FtsH1, Ftsh, O88967",13,1%,"""literature, APEX_IMS, yeast mito homolog, Rickettsial homolog, mito protein domain+, MS/MS+""","cerebrum, cerebellum, brainstem, spinalcord, kidney, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
110695,Aldh7a1,"""aldehyde dehydrogenase family 7, member A1""","Atq1, D18Wsu181e, Q9DBF1",13,1%,"""literature, APEX_matrix, targetP signal, yeast mito homolog, mito protein domain, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"
214932,Cecr5,"""cat eye syndrome chromosome region, candidate 5""","A930002G03Rik, Q91WM2",13,1%,"""APEX_matrix, targetP signal, yeast mito homolog, mito protein domain, MS/MS++""","cerebellum, kidney, liver, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis"
66433,Chchd7,coiled-coil-helix-coiled-coil-helix domain containing 7,"1810049H20Rik, Q8K2Q5",13,1%,"""yeast mito homolog, induction, coexpression, MS/MS+""","cerebrum, smallintestine, placenta, testis"
75805,Nln,neurolysin (metallopeptidase M3 family),"4930472G13Rik, C79345, Q91YP2",13,1%,"""literature, APEX_matrix, targetP signal+, yeast mito homolog, mito protein domain, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
319518,Pdpr,pyruvate dehydrogenase phosphatase regulatory subunit,"4930402E16Rik, AU018056, mKIAA1990, Q7TSQ8",13,1%,"""APEX_matrix, targetP signal+, yeast mito homolog, mito protein domain, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis"
75597,Ndufaf2,"""NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, assembly factor 2""","1810058I14Rik, C86051, Ndufa12l, mimitin, Q59J78",13,1%,"""literature, APEX_matrix, targetP signal, induction, coexpression, MS/MS++""",all 14
75619,Fastkd2,FAST kinase domains 2,"2810421I24Rik, Q922E6",13,1%,"""literature, APEX_matrix, targetP signal+, induction, coexpression, MS/MS""","skeletalmuscle, adipose, smallintestine, largeintestine, placenta, testis"
68087,Dcakd,dephospho-CoA kinase domain containing,"3010024O21Rik, 6720485C15Rik, AI849483, Q8BHC4",13,1%,"""GFP, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression, MS/MS""",all 14
654795,Sdr39u1,"""short chain dehydrogenase/reductase family 39U, member 1""","2310014G06Rik, Q5M8N4",13,1%,"""targetP signal, mito protein domain, coexpression, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
353172,Gars,glycyl-tRNA synthetase,"GENA202, Gena201, Nmf249, Sgrp23, Q9CZD3",13,1%,"""targetP signal+, yeast mito homolog, mito protein domain, induction""","cerebrum, cerebellum, brainstem, spinalcord, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
66594,Uqcr11,"""ubiquinol-cytochrome c reductase, complex III subunit XI""","0710008D09Rik, AL022707, Uqcr, Q9CPX8",13,1%,"""literature, targetP signal, mito protein domain+, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, stomach, placenta, testis"
67417,Ears2,glutamyl-tRNA synthetase 2 (mitochondrial)(putative),"3230401I01Rik, AL024049, mKIAA1970, Q9CXJ1",13,1%,"""literature, APEX_matrix, GFP, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression""","adipose, largeintestine, placenta"
14356,Timm10b,translocase of inner mitochondrial membrane 10B,"Fxc1, Tim10b, Tim9b, Q9WV96",13,1%,"""literature, APEX_IMS, yeast mito homolog+, mito protein domain+, MS/MS+""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, largeintestine, stomach, placenta, testis"
333182,Cox6b2,cytochrome c oxidase subunit VIb polypeptide 2,"1700067P11Rik, BC048670, COXVIB2, Q80ZN9",13,1%,"""literature, yeast mito homolog+, mito protein domain+, MS/MS+""",testis
230649,Atpaf1,ATP synthase mitochondrial F1 complex assembly factor 1,"6330547J17Rik, AI593252, ATP11, ATP11p, H3BLL2",13,1%,"""literature, APEX_matrix, yeast mito homolog++, mito protein domain+, MS/MS""","cerebrum, brainstem, spinalcord, adipose, smallintestine, largeintestine, placenta, testis"
66887,Lonp2,"""lon peptidase 2, peroxisomal""","1300002A08Rik, AU015403, Lonp, Q9DBN5",13,1%,"""yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression""","kidney, liver, adipose"
94280,Sfxn3,sideroflexin 3,Q91V61,13,1%,"""yeast mito homolog, mito protein domain+, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
20501,Slc16a1,"""solute carrier family 16 (monocarboxylic acid transporters), member 1""","AL022710, Mct1, P53986",13,1%,"""yeast mito homolog+, mito protein domain, induction, coexpression, MS/MS""","smallintestine, largeintestine, placenta"
26874,Abcd2,"""ATP-binding cassette, sub-family D (ALD), member 2""","ABC39, ALDL1, ALDR, ALDRP, Q61285",13,1%,"""targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS+""",adipose
59010,Sqrdl,sulfide quinone reductase-like (yeast),"0610039J17Rik, 4930557M22Rik, Q9R112",13,1%,"""literature, targetP signal+, mito protein domain, MS/MS++""","spinalcord, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
67725,Nudt13,nudix (nucleoside diphosphate linked moiety X)-type motif 13,"4933433B15Rik, Q8JZU0",13,1%,"""GFP, targetP signal, mito protein domain, induction, coexpression, MS/MS""","cerebellum, brainstem, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta"
68346,Sirt5,sirtuin 5,"0610012J09Rik, 1500032M05Rik, AV001953, Q8K2C6",13,1%,"""literature, APEX_matrix, targetP signal, mito protein domain, induction, coexpression, MS/MS""","cerebrum, brainstem, spinalcord, liver, heart, adipose, largeintestine, stomach"
102632,Acad11,"""acyl-Coenzyme A dehydrogenase family, member 11""","5730439E10Rik, AI987948, Q80XL6",13,1%,"""mito protein domain+, induction, coexpression""","spinalcord, kidney, liver, adipose"
19044,Ppox,protoporphyrinogen oxidase,"Ppo, P51175",13,1%,"""literature, APEX_matrix, yeast mito homolog++, mito protein domain, coexpression, MS/MS""","cerebrum, spinalcord, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"
98314,D2hgdh,D-2-hydroxyglutarate dehydrogenase,"AA408776, AA408778, AI325464, Q8CIM3",13,1%,"""literature, APEX_matrix, targetP signal+, yeast mito homolog++, mito protein domain""","adipose, largeintestine"
66593,Diablo,diablo homolog (Drosophila),"0610041G12Rik, 1700006L01Rik, AU040403, Smac, Q9JIQ3",13,1%,"""literature, APEX_IMS, targetP signal+, mito protein domain+, MS/MS""","cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
107375,Slc25a45,"""solute carrier family 25, member 45""","AW491445, Q8CFJ7",13,1%,"""yeast mito homolog, mito protein domain+, MS/MS++""","liver, adipose, smallintestine, stomach, placenta, testis"
72795,Ttc19,tetratricopeptide repeat domain 19,"2010204O13Rik, 2810460C24Rik, AI505442, Q8CC21",12,1%,"""literature, APEX_IMS, targetP signal+, mito protein domain, induction, MS/MS+""","cerebrum, cerebellum, spinalcord, adipose, largeintestine, stomach, testis"
11611,Agxt,alanine-glyoxylate aminotransferase,"AGT, Agt1, Agxt1, SPT, O35423",12,1%,"""literature, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, MS/MS""",liver
217830,9030617O03Rik,RIKEN cDNA 9030617O03 gene,Q8BH86,12,1%,"""literature, APEX_matrix, targetP signal+, coexpression, MS/MS++""",all 14
69606,Mtfmt,mitochondrial methionyl-tRNA formyltransferase,"2310020P08Rik, Q9D799",12,1%,"""literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression""",none
17708,COX1,cytochrome c oxidase subunit I,"CoxI, P00397",12,1%,"""literature, APEX_IMS, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS""",all 14
13804,Endog,endonuclease G,O08600,12,1%,"""literature, APEX_IMS, yeast mito homolog, mito protein domain, coexpression++, MS/MS""",all 14
70186,Fam162a,"""family with sequence similarity 162, member A""","2310056P07Rik, HGTD-P, Q9D6U8",12,1%,"""APEX_IMS, APEX_matrix, targetP signal, induction, coexpression, MS/MS++""",all 14
57423,Atp5j2,"""ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F2""","1110019H14Rik, P56135",12,1%,"""literature, coexpression++, MS/MS++""",all 14
216456,Gls2,"""glutaminase 2 (liver, mitochondrial)""","A330074B06Rik, AI195532, GA, GLS, Lga, Q571F8",12,1%,"""targetP signal, mito protein domain+, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, liver, skeletalmuscle, smallintestine, largeintestine"
14548,Mrps33,mitochondrial ribosomal protein S33,"AI841153, CGI-139, Gdap3, MRP-S33, PTD003, Q9D2R8",12,1%,"""literature, targetP signal, mito protein domain+, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
76916,Timmdc1,translocase of inner mitochondrial membrane domain containing 1,"2810021C21Rik, 4930455C21Rik, AV135763, Q8BUY5",12,1%,"""literature, APEX_IMS, APEX_matrix, targetP signal, mito protein domain+, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
21780,Tfam,"""transcription factor A, mitochondrial""","AI661103, Hmgts, mtTFA, tsHMG, P40630",12,1%,"""literature, APEX_matrix, targetP signal, mito protein domain, induction, MS/MS++""",all 14
26940,Ecsit,ECSIT homolog (Drosophila),"Sitpec, Q9QZH6",12,1%,"""literature, APEX_matrix, targetP signal, mito protein domain, induction, coexpression+""","brainstem, spinalcord, kidney, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
380836,Mrs2,MRS2 magnesium homeostasis factor homolog (S. cerevisiae),"Gm902, HPT, Mrs2l, RPT, Q5NCE8",12,1%,"""APEX_matrix, GFP, targetP signal, yeast mito homolog++, coexpression""","cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, smallintestine, largeintestine, stomach, placenta, testis"
74104,Abcb6,"""ATP-binding cassette, sub-family B (MDR/TAP), member 6""","1200005B17Rik, Q9DC29",12,1%,"""literature, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression, MS/MS""","cerebrum, brainstem, liver, largeintestine, stomach, placenta, testis"
20524,Slc25a17,"""solute carrier family 25 (mitochondrial carrier, peroxisomal membrane protein), member 17""","34kDa, 47kDa, PMP34, Pmp47, O70579",12,1%,"""yeast mito homolog++, mito protein domain+, coexpression""",none
76824,Mtfr1l,mitochondrial fission regulator 1-like,"2410166I05Rik, AI480750, Fam54b, Q9CWE0",12,1%,"""mito protein domain+, induction, coexpression, MS/MS""","cerebrum, cerebellum, brainstem, spinalcord, placenta, testis"
66988,Lap3,leucine aminopeptidase 3,"2410015L10Rik, AA410100, LAP-3, Lap, Lapep, Pep-7, Pep-S, Pep7, Peps, Q9CPY7",12,1%,"""APEX_matrix, targetP signal, Rickettsial homolog, coexpression, MS/MS++""",all 14
108682,Gpt2,glutamic pyruvate transaminase (alanine aminotransferase) 2,"4631422C05Rik, ALT2, AU014768, AU041193, C87201, Q8BGT5",12,1%,"""APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, MS/MS++""","cerebrum, brainstem, liver, skeletalmuscle, adipose, stomach, placenta, testis"
264895,Acsf2,acyl-CoA synthetase family member 2,Q8VCW8,12,1%,"""APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"
76238,Grhpr,glyoxylate reductase/hydroxypyruvate reductase,"1110059D05Rik, 6430629L09Rik, Q91Z53",12,1%,"""APEX_matrix, yeast mito homolog, mito protein domain, coexpression, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis"
13830,Stom,stomatin,"Epb7.2, P54116",12,1%,"""yeast mito homolog+, Rickettsial homolog, mito protein domain, MS/MS""","adipose, placenta, testis"
67201,Glod4,glyoxalase domain containing 4,"1700082G03Rik, 2700085E05Rik, C81254, Q9CPV4",12,1%,"""APEX_matrix, targetP signal, coexpression, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"
66119,Tomm6,translocase of outer mitochondrial membrane 6 homolog (yeast),"1110002E23Rik, AI663970, Q9CQN3",12,1%,"""GFP, mito protein domain+, coexpression, MS/MS+""","cerebrum, cerebellum, brainstem, spinalcord, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"
66128,Mrps36,mitochondrial ribosomal protein S36,"1110018B13Rik, S36mt, Q9CQX8",12,1%,"""literature, APEX_matrix, mito protein domain+, MS/MS++""",all 14
74868,Tmem65,transmembrane protein 65,"2610029O13Rik, 4930438D12Rik, Q4VAE3",12,1%,"""literature, APEX_matrix, targetP signal, coexpression, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
28185,Tomm70a,translocase of outer mitochondrial membrane 70 homolog A (yeast),"2610044B22Rik, D16Ium22, D16Ium22e, D16Wsu109e, Tom70, mKIAA0719, Q9CZW5",12,1%,"""literature, yeast mito homolog+, mito protein domain, induction, coexpression""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis"
14198,Fhit,fragile histidine triad gene,"AW045638, Fra14A2, O89106",12,1%,"""targetP signal, yeast mito homolog, mito protein domain, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"
